Ensembl ID;Gene;Chromosome_scaffold;Transcript start;Transcript end
ENSMUST00000084838;Cd47;16;49855645;49915010
ENSMUST00000114496;Cd47;16;49855366;49911091
ENSMUST00000056997;Cdadc1;14;59563976;59597944
ENSMUST00000171683;Cdadc1;14;59567729;59597944
ENSMUST00000110701;Cdan1;2;120716154;120731517
ENSMUST00000043864;Cdc123;2;5794294;5845164
ENSMUST00000043962;Cdc16;8;13757676;13781938
ENSMUST00000025228;Cdc23;18;34630951;34651735
ENSMUST00000133181;Cdc23;18;34631683;34651735
ENSMUST00000094324;Cdc25a;9;109875579;109893895
ENSMUST00000084525;Cdc26;4;62394583;62408642
ENSMUST00000166603;Cdc34;10;79682304;79688394
ENSMUST00000019615;Cdc37;9;21133222;21149982
ENSMUST00000050148;Cdc37l1;19;28990500;29020237
ENSMUST00000044166;Cdc40;10;40831621;40883311
ENSMUST00000051477;Cdc42;4;137319696;137357720
ENSMUST00000025681;Cdc42bpg;19;6306456;6325652
ENSMUST00000201699;Cdc42bpg;CHR_MG4249_PATCH;6306456;6325652
ENSMUST00000053872;Cdc42se1;3;95228732;95236409
ENSMUST00000064104;Cdc42se2;11;54717456;54787675
ENSMUST00000024727;Cdc5l;17;45391884;45433737
ENSMUST00000018337;Cdc73;1;143598800;143702893
ENSMUST00000004173;Cdip1;16;4765461;4789990
ENSMUST00000036880;Cdk10;8;123224842;123232250
ENSMUST00000067081;Cdk11b;4;155624869;155649938
ENSMUST00000107539;Cdk12;11;98203059;98251564
ENSMUST00000042365;Cdk13;13;17717395;17804651
ENSMUST00000033380;Cdk16;X;20688418;20699880
ENSMUST00000006911;Cdk4;10;127063534;127067920
ENSMUST00000125682;Cdk4;10;127063868;127066231
ENSMUST00000198990;Cdk5;5;24419376;24423485
ENSMUST00000030814;Cdk5;5;24418241;24423530
ENSMUST00000103152;Cdk5rap3;11;96907426;96916496
ENSMUST00000091299;Cdk7;13;100702631;100730939
ENSMUST00000009699;Cdk9;2;32707438;32712784
ENSMUST00000006353;Cdkal1;13;29325301;29855674
ENSMUST00000067327;Cdkn1b;6;134920401;134925513
ENSMUST00000204807;Cdkn1b;6;134920513;134925320
ENSMUST00000038738;Cdkn2aip;8;47709344;47713932
ENSMUST00000130491;Cebpg;7;35046422;35056573
ENSMUST00000024885;Cebpz;17;78919006;78937066
ENSMUST00000180077;Cebpzos;17;78916500;78920306
ENSMUST00000047497;Cep104;4;153975194;154008732
ENSMUST00000049811;Cep120;18;53681723;53744547
ENSMUST00000089776;Cep152;2;125563088;125625113
ENSMUST00000138762;Cep350;1;155844964;155973255
ENSMUST00000040330;Cep44;8;56531522;56550857
ENSMUST00000093791;Cep63;9;102586578;102626124
ENSMUST00000162655;Cep63;9;102584588;102626534
ENSMUST00000162811;Cep68;11;20238387;20249429
ENSMUST00000050611;Cep68;11;20227037;20249418
ENSMUST00000097542;Cep76;18;67617800;67641336
ENSMUST00000047704;Cep78;19;15955774;15984989
ENSMUST00000103068;Cep95;11;106789252;106818860
ENSMUST00000023762;Cers5;15;99735592;99772601
ENSMUST00000114551;Cetn2;X;72913532;72918411
ENSMUST00000033713;Cetn2;X;72913704;72916856
ENSMUST00000022009;Cetn3;13;81783077;81797155
ENSMUST00000034249;Cfap20;8;95420249;95434869
ENSMUST00000034432;Cfdp1;8;111768491;111854291
ENSMUST00000209469;Cfl1;19;5490455;5495201
ENSMUST00000116560;Cfl1;19;5490485;5494029
ENSMUST00000067744;Cggbp1;16;64851996;64859507
ENSMUST00000068532;Cgrrf1;14;46832125;46854193
ENSMUST00000071215;Chchd1;14;20703006;20704425
ENSMUST00000035481;Chchd5;2;129129700;129134134
ENSMUST00000029730;Chd1l;3;97560742;97610203
ENSMUST00000112390;Chd4;6;125096162;125130591
ENSMUST00000039782;Chd6;2;160946978;161109022
ENSMUST00000079510;Cherp;8;72460489;72475119
ENSMUST00000005711;Chmp2a;7;13032014;13034807
ENSMUST00000004965;Chmp2b;16;65539128;65562726
ENSMUST00000059462;Chmp3;6;71543797;71581579
ENSMUST00000044277;Chmp4b;2;154657018;154694785
ENSMUST00000026434;Chmp6;11;119913810;119919548
ENSMUST00000036381;Chmp7;14;69717000;69732534
ENSMUST00000001825;Chordc1;9;18292125;18317442
ENSMUST00000014221;Chp1;2;119547697;119587027
ENSMUST00000089765;Chrac1;15;73090392;73094075
ENSMUST00000049937;Chtop;3;90498965;90509498
ENSMUST00000076639;Chtop;3;90498958;90509462
ENSMUST00000026217;Chuk;19;44073335;44107480
ENSMUST00000041262;Churc1;12;76765538;76783180
ENSMUST00000003759;Ciao1;2;127240938;127247816
ENSMUST00000174030;Ciao1;2;127242620;127247620
ENSMUST00000043716;Cinp;12;110872610;110889145
ENSMUST00000187814;Cipc;12;86947343;86965362
ENSMUST00000038369;Cipc;12;86947343;86965362
ENSMUST00000058615;Cir1;2;73283105;73312701
ENSMUST00000029815;Cisd2;3;135406412;135423925
ENSMUST00000034342;Cklf;8;104250861;104263447
ENSMUST00000106609;Clcc1;3;108653913;108678840
ENSMUST00000000619;Clcn4;7;7282309;7299533
ENSMUST00000023426;Cldnd1;16;58727910;58734251
ENSMUST00000109260;Clint1;11;45852051;45910625
ENSMUST00000065330;Clk3;9;57750709;57765860
ENSMUST00000034776;Cln6;9;62838785;62852006
ENSMUST00000026506;Clns1a;7;97696634;97718879
ENSMUST00000202651;Clock;5;76209868;76304792
ENSMUST00000002735;Clpp;17;56990305;56996188
ENSMUST00000055242;Clptm1;7;19631571;19665033
ENSMUST00000022102;Clptm1l;13;73604006;73620605
ENSMUST00000060766;Cltc;11;86694655;86757501
ENSMUST00000103186;Cltc;11;86694351;86757565
ENSMUST00000124385;Cltc;11;86695317;86703697
ENSMUST00000040881;Cluap1;16;3908825;3941147
ENSMUST00000032419;Cmas;6;142756686;142775714
ENSMUST00000044220;Cmc1;9;118064522;118150177
ENSMUST00000148235;Cmc2;8;116888685;116921455
ENSMUST00000030491;Cmpk1;4;114959336;114987241
ENSMUST00000114371;Cmss1;16;57302000;57606846
ENSMUST00000024816;Cmtr1;17;29660595;29705979
ENSMUST00000032138;Cnbp;6;87842615;87851106
ENSMUST00000113619;Cnbp;6;87843082;87851080
ENSMUST00000204890;Cnbp;6;87843082;87851030
ENSMUST00000025546;Cndp2;18;84667465;84685702
ENSMUST00000095214;Cnep1r1;8;88118769;88135106
ENSMUST00000015903;Cnih1;14;46775567;46788411
ENSMUST00000134115;Cnih4;1;181150931;181168994
ENSMUST00000153128;Cnnm4;1;36471620;36508764
ENSMUST00000098473;Cnot1;8;95719451;95807462
ENSMUST00000068452;Cnot1;8;95719458;95807381
ENSMUST00000070117;Cnot10;9;114585878;114640074
ENSMUST00000003219;Cnot11;1;39535802;39546873
ENSMUST00000155901;Cnot6l;5;96070333;96161990
ENSMUST00000020822;Cnot8;11;58104153;58118594
ENSMUST00000087215;Cnot9;1;74506058;74530842
ENSMUST00000168720;Cnppd1;1;75134554;75142638
ENSMUST00000041213;Cnppd1;1;75135771;75142697
ENSMUST00000190679;Cnppd1;1;75135768;75141691
ENSMUST00000110934;Cnpy4;5;138187485;138193918
ENSMUST00000040706;Cnst;1;179546370;179627478
ENSMUST00000017332;Coa3;11;101277968;101279114
ENSMUST00000027286;Coa5;1;37417084;37430103
ENSMUST00000059093;Coa6;8;126422515;126425433
ENSMUST00000131656;Coa7;4;108328140;108341544
ENSMUST00000001806;Coasy;11;101082565;101086619
ENSMUST00000018805;Cog1;11;113649169;113662947
ENSMUST00000034460;Cog2;8;124520767;124552008
ENSMUST00000049168;Cog3;14;75702351;75754493
ENSMUST00000034203;Cog4;8;110847034;110882227
ENSMUST00000036862;Cog5;12;31654869;31937630
ENSMUST00000057576;Cog7;7;121922839;121981711
ENSMUST00000034391;Cog8;8;107046295;107056684
ENSMUST00000095517;Cog8;8;107046289;107056689
ENSMUST00000036649;Coil;11;88973935;88991613
ENSMUST00000077672;Col4a3bp;13;96542735;96637550
ENSMUST00000109444;Col4a3bp;13;96542735;96640167
ENSMUST00000049388;Commd10;18;46958816;47087995
ENSMUST00000160959;Commd2;3;57644349;57651715
ENSMUST00000061158;Commd3;2;18672423;18676231
ENSMUST00000065358;Commd4;9;57155039;57158331
ENSMUST00000068407;Commd5;15;76899910;76901305
ENSMUST00000071852;Commd7;2;153616933;153632781
ENSMUST00000109782;Commd7;2;153618834;153632740
ENSMUST00000013693;Commd8;5;72156575;72168189
ENSMUST00000195169;Comt;CHR_MG3833_MG4220_PATCH;18408430;18427490
ENSMUST00000183626;Comt;CHR_MG3833_MG4220_PATCH;18407772;18414380
ENSMUST00000165430;Comt;16;18406886;18413494
ENSMUST00000000335;Comt;16;18407544;18426604
ENSMUST00000027833;Copa;1;172082832;172122330
ENSMUST00000033012;Copb1;7;114215559;114254711
ENSMUST00000035033;Copb2;9;98563731;98588382
ENSMUST00000066469;Cope;8;70302518;70312990
ENSMUST00000113607;Copg1;6;87887814;87913595
ENSMUST00000048774;Copg2;6;30747554;30896739
ENSMUST00000019517;Cops3;11;59817795;59839838
ENSMUST00000045993;Cops4;5;100518309;100547803
ENSMUST00000027050;Cops5;1;10024601;10038127
ENSMUST00000019638;Cops6;5;138161071;138164646
ENSMUST00000110951;Cops6;5;138161100;138163978
ENSMUST00000032220;Cops7a;6;124958816;124965448
ENSMUST00000036153;Cops8;1;90602981;90613341
ENSMUST00000100162;Copz1;15;103272910;103299868
ENSMUST00000031262;Coq2;5;100654723;100674284
ENSMUST00000029909;Coq3;4;21879673;21912162
ENSMUST00000040421;Coq5;5;115279666;115296972
ENSMUST00000020851;Cox11;11;90638173;90644931
ENSMUST00000023761;Cox14;15;99725618;99728136
ENSMUST00000045562;Cox15;19;43733254;43753000
ENSMUST00000110340;Cox16;12;81359026;81485110
ENSMUST00000120495;Cox17;16;38347022;38352744
ENSMUST00000049630;Cox19;5;139336189;139345233
ENSMUST00000027781;Cox20;1;178319130;178322693
ENSMUST00000071898;Cpsf1;15;76595806;76607591
ENSMUST00000047357;Cpsf2;12;101975988;102006424
ENSMUST00000067284;Cpsf3;12;21286358;21315056
ENSMUST00000176670;Cpsf6;10;117349042;117376929
ENSMUST00000176686;Cpsf6;10;117349039;117376973
ENSMUST00000069168;Cpsf6;10;117344673;117376970
ENSMUST00000038379;Cpsf7;19;10525266;10547653
ENSMUST00000025835;Cpt1a;19;3323285;3385733
ENSMUST00000030950;Cptp;4;155864723;155869440
ENSMUST00000194111;Cr1l;1;195098659;195131323
ENSMUST00000075451;Cr1l;1;195103790;195131561
ENSMUST00000193094;Cr1l;1;195097382;195131344
ENSMUST00000073337;Cramp1l;17;24961226;25015230
ENSMUST00000113239;Crbn;6;106780201;106800074
ENSMUST00000026608;Crcp;5;130029290;130060789
ENSMUST00000087366;Creb1;1;64532819;64604548
ENSMUST00000023165;Crebbp;16;4081328;4213997
ENSMUST00000046303;Crebl2;6;134830154;134858931
ENSMUST00000061767;Crebzf;7;90442729;90446104
ENSMUST00000024042;Creld2;15;88819646;88826683
ENSMUST00000024959;Cript;17;87025550;87035810
ENSMUST00000108425;Crk;11;75679284;75706908
ENSMUST00000017920;Crk;11;75679259;75706065
ENSMUST00000006293;Crkl;16;17451987;17487434
ENSMUST00000001818;Crnkl1;2;145917479;145935014
ENSMUST00000003720;Crot;5;8966033;8997324
ENSMUST00000122255;Crtc3;7;80586627;80688877
ENSMUST00000020227;Cry1;10;85131700;85185064
ENSMUST00000144877;Cryzl1;16;91694344;91699288
ENSMUST00000073466;Cryzl1;16;91689322;91728975
ENSMUST00000114023;Cryzl1;16;91694338;91728701
ENSMUST00000002790;Cse1l;2;166906059;166946389
ENSMUST00000165123;Csnk1a1;18;61555274;61590061
ENSMUST00000165721;Csnk1a1;18;61555313;61588304
ENSMUST00000018274;Csnk1d;11;120961749;120991330
ENSMUST00000070575;Csnk1d;11;120961749;120991092
ENSMUST00000034949;Csnk1g1;9;65908986;66045015
ENSMUST00000079773;Csnk1g2;10;80622838;80640741
ENSMUST00000085435;Csnk1g2;10;80629656;80640337
ENSMUST00000069597;Csnk1g3;18;53862122;53955548
ENSMUST00000099224;Csnk2a1;2;152226839;152281852
ENSMUST00000056919;Csnk2a2;8;95446096;95488827
ENSMUST00000025246;Csnk2b;17;35116198;35121286
ENSMUST00000116375;Cstf1;2;172370734;172382448
ENSMUST00000033609;Cstf2;X;134059197;134086819
ENSMUST00000066039;Cstf2t;19;31082837;31087069
ENSMUST00000028599;Cstf3;2;104590523;104665429
ENSMUST00000202868;Ctbp1;5;33247754;33274992
ENSMUST00000079746;Ctbp1;5;33247723;33274994
ENSMUST00000202962;Ctbp1;5;33248025;33274981
ENSMUST00000005841;Ctcf;8;105636579;105682922
ENSMUST00000108593;Ctdnep1;11;69981156;69990601
ENSMUST00000036229;Ctdp1;18;80407959;80469695
ENSMUST00000178812;Ctnnb1;9;120933572;120959780
ENSMUST00000029178;Ctnnbl1;2;157737401;157891614
ENSMUST00000006103;Ctns;11;73183596;73199042
ENSMUST00000112300;Ctps2;X;162969105;163031319
ENSMUST00000005749;Ctr9;7;111028951;111056377
ENSMUST00000116412;Ctu2;8;122476143;122483092
ENSMUST00000167861;Cuedc2;19;46329812;46338660
ENSMUST00000051234;Cuedc2;19;46329812;46338660
ENSMUST00000031697;Cul1;6;47454320;47526139
ENSMUST00000163119;Cul3;1;80264923;80340480
ENSMUST00000164108;Cul3;1;80266823;80340311
ENSMUST00000115118;Cul4b;X;38533274;38576196
ENSMUST00000025027;Cuta;17;26937972;26939569
ENSMUST00000114935;Cuta;17;26937973;26939543
ENSMUST00000004097;Cux1;5;136266415;136567445
ENSMUST00000004200;Cwc15;9;14500617;14510577
ENSMUST00000026218;Cwf19l1;19;44108637;44135876
ENSMUST00000027027;Cwf19l2;9;3403592;3479236
ENSMUST00000025444;Cxxc1;18;74216131;74221493
ENSMUST00000195235;Cyb561d2;9;107539575;107542193
ENSMUST00000034400;Cyb5b;8;107150640;107187471
ENSMUST00000168529;Cyb5r4;9;87022014;87077774
ENSMUST00000176274;Cyhr1;15;76646927;76656920
ENSMUST00000081291;Cyhr1;15;76643395;76660061
ENSMUST00000211783;Cyth2;7;45807681;45813878
ENSMUST00000055792;D030056L22Rik;19;18713236;18718428
ENSMUST00000062753;D030056L22Rik;19;18713193;18718428
ENSMUST00000114859;D17Wsu92e;17;27751246;27820542
ENSMUST00000114863;D17Wsu92e;17;27751235;27820625
ENSMUST00000149927;D1Ertd622e;1;97643903;97662074
ENSMUST00000053033;D1Ertd622e;1;97606318;97662074
ENSMUST00000034361;D230025D16Rik;8;105225145;105253053
ENSMUST00000097633;D2hgdh;1;93825240;93852348
ENSMUST00000031091;D5Ertd579e;5;36600485;36695937
ENSMUST00000140653;D5Ertd579e;5;36671399;36696024
ENSMUST00000022781;Dad1;14;54235479;54254104
ENSMUST00000019183;Dalrd3;9;108569886;108572774
ENSMUST00000173135;Dap3;3;88923828;88951181
ENSMUST00000107491;Dap3;3;88923635;88949951
ENSMUST00000090938;Dap3;3;88920803;88950414
ENSMUST00000027602;Dars;1;128363707;128417359
ENSMUST00000156935;Dazap1;10;80261486;80281005
ENSMUST00000092305;Dazap1;10;80265074;80288408
ENSMUST00000000356;Dazap2;15;100615349;100620761
ENSMUST00000102928;Dbnl;11;5788530;5800962
ENSMUST00000109845;Dbnl;11;5788488;5800629
ENSMUST00000066650;Dbr1;9;99575799;99584501
ENSMUST00000030145;Dcaf12;4;41291300;41314889
ENSMUST00000201446;Dcaf13;CHR_MG4261_PATCH;38976016;39010007
ENSMUST00000022909;Dcaf13;15;39112865;39146856
ENSMUST00000041367;Dcaf15;8;84097072;84104762
ENSMUST00000054145;Dcaf5;12;80335848;80436601
ENSMUST00000058438;Dcaf7;11;106036872;106059324
ENSMUST00000191689;Dcaf8;1;172148118;172195507
ENSMUST00000074144;Dcaf8;1;172148178;172196389
ENSMUST00000021313;Dcakd;11;102994047;103017168
ENSMUST00000022535;Dcp1a;14;30479612;30527063
ENSMUST00000025350;Dcp2;18;44380527;44424969
ENSMUST00000026479;Dctn2;10;127266387;127281950
ENSMUST00000030158;Dctn3;4;41714798;41723170
ENSMUST00000025505;Dctn4;18;60526201;60558766
ENSMUST00000033156;Dctn5;7;122133041;122149044
ENSMUST00000035276;Dctpp1;7;127256959;127260709
ENSMUST00000059851;Dcun1d3;7;119852796;119895745
ENSMUST00000025649;Ddb1;19;10605327;10629819
ENSMUST00000033975;Ddhd2;8;25725346;25754280
ENSMUST00000030538;Ddost;4;138304730;138312628
ENSMUST00000071103;Ddx1;12;13216973;13249213
ENSMUST00000065630;Ddx10;9;53098635;53248053
ENSMUST00000054014;Ddx17;15;79527736;79546741
ENSMUST00000001724;Ddx18;1;121553835;121567989
ENSMUST00000040416;Ddx19a;8;110974996;110997800
ENSMUST00000040241;Ddx19b;8;111003188;111027764
ENSMUST00000090680;Ddx20;3;105678270;105687574
ENSMUST00000045866;Ddx21;10;62580251;62602281
ENSMUST00000003450;Ddx23;15;98645134;98662889
ENSMUST00000044923;Ddx24;12;103407982;103425819
ENSMUST00000018143;Ddx27;2;167015193;167034947
ENSMUST00000058579;Ddx28;8;106009621;106011882
ENSMUST00000113853;Ddx31;2;28840459;28905571
ENSMUST00000068056;Ddx39b;17;35241746;35253707
ENSMUST00000021956;Ddx41;13;55530410;55536658
ENSMUST00000021046;Ddx42;11;106216926;106249139
ENSMUST00000099479;Ddx46;13;55635027;55681256
ENSMUST00000172272;Ddx46;13;55635027;55681256
ENSMUST00000155022;Ddx47;6;135019000;135023772
ENSMUST00000032326;Ddx47;6;135011612;135023776
ENSMUST00000021062;Ddx5;11;106780355;106788532
ENSMUST00000031478;Ddx51;5;110653451;110660496
ENSMUST00000049257;Ddx52;11;83942062;83963088
ENSMUST00000031598;Ddx54;5;120612739;120628592
ENSMUST00000004507;Ddx56;11;6258919;6267772
ENSMUST00000170489;Ddx6;9;44604892;44640731
ENSMUST00000080553;Deaf1;7;141297180;141327672
ENSMUST00000040907;Decr2;17;26081211;26090337
ENSMUST00000064950;Dedd;1;171329408;171341682
ENSMUST00000037585;Dennd6a;14;26579578;26634322
ENSMUST00000023869;Denr;5;123907175;123928835
ENSMUST00000166233;Denr;5;123907489;123927133
ENSMUST00000022993;Derl1;15;57869502;57892448
ENSMUST00000171041;Derl2;11;71009933;71019841
ENSMUST00000143850;Derl2;11;71007442;71019303
ENSMUST00000027783;Desi2;1;178187532;178257301
ENSMUST00000103216;Dffa;4;149104146;149118870
ENSMUST00000030816;Dffa;4;149104146;149120647
ENSMUST00000030893;Dffb;4;153964449;153975126
ENSMUST00000202260;Dgcr8;CHR_MG3833_MG4220_PATCH;18253948;18289246
ENSMUST00000014698;Dguok;6;83480217;83506969
ENSMUST00000144668;Dhdds;4;133969028;134000890
ENSMUST00000078665;Dhps;8;85071757;85075162
ENSMUST00000002403;Dhrs1;14;55739020;55745690
ENSMUST00000021512;Dhrs7;12;72650353;72664909
ENSMUST00000042281;Dhrs7b;11;60830631;60858423
ENSMUST00000108718;Dhrs7b;11;60830679;60860195
ENSMUST00000031061;Dhx15;5;52150203;52190514
ENSMUST00000025292;Dhx16;17;35879819;35892670
ENSMUST00000038574;Dhx29;13;112927454;112969432
ENSMUST00000108527;Dhx33;11;70984091;71004437
ENSMUST00000163968;Dhx34;7;16197221;16222032
ENSMUST00000169485;Dhx37;5;125413858;125434121
ENSMUST00000042601;Dhx38;8;109548011;109565861
ENSMUST00000018569;Dhx40;11;86768846;86807746
ENSMUST00000039152;Dhx8;11;101732950;101767358
ENSMUST00000111587;Diablo;5;123511705;123524176
ENSMUST00000041987;Dicer1;12;104687742;104751952
ENSMUST00000103055;Dido1;2;180681058;180709999
ENSMUST00000087517;Dido1;2;180657964;180702350
ENSMUST00000022203;Dimt1;13;106947159;106959760
ENSMUST00000042471;Dis3;14;99075206;99099770
ENSMUST00000102687;Dmap1;4;117674681;117682273
ENSMUST00000180611;Dmxl1;18;49832670;49964254
ENSMUST00000021356;Dnaaf2;12;69189087;69198429
ENSMUST00000026975;Dnaaf5;5;139150223;139186510
ENSMUST00000030118;Dnaja1;4;40722480;40734964
ENSMUST00000034138;Dnaja2;8;85537633;85555344
ENSMUST00000060067;Dnaja3;16;4684070;4707695
ENSMUST00000004574;Dnajb11;16;22857845;22872388
ENSMUST00000146590;Dnajb12;10;59879575;59899296
ENSMUST00000008733;Dnajb6;5;29735688;29786478
ENSMUST00000114839;Dnajb6;5;29735940;29767103
ENSMUST00000166495;Dnajc1;2;18213749;18392830
ENSMUST00000091418;Dnajc1;2;18206333;18392811
ENSMUST00000062904;Dnajc11;4;151933691;151982137
ENSMUST00000035170;Dnajc13;9;104151282;104262930
ENSMUST00000026410;Dnajc14;10;128805676;128819446
ENSMUST00000038014;Dnajc16;4;141760189;141790891
ENSMUST00000038439;Dnajc17;2;119172500;119208795
ENSMUST00000025208;Dnajc18;18;35671103;35703121
ENSMUST00000102555;Dnajc24;2;105966709;106003549
ENSMUST00000020986;Dnajc27;12;4082583;4110606
ENSMUST00000022734;Dnajc3;14;118937976;118981697
ENSMUST00000071263;Dnajc30;5;135064202;135065862
ENSMUST00000025915;Dnajc4;19;6987911;6992503
ENSMUST00000179118;Dnajc4;19;6987911;6992272
ENSMUST00000072334;Dnajc5;2;181520485;181555133
ENSMUST00000014339;Dnajc7;11;100582818;100620168
ENSMUST00000094657;Dnajc8;4;132535550;132553742
ENSMUST00000022345;Dnajc9;14;20384638;20388910
ENSMUST00000123491;Dnal1;12;84114366;84143517
ENSMUST00000028295;Dnlz;2;26348121;26352110
ENSMUST00000177754;Dnmt1;9;20907209;20959888
ENSMUST00000113605;Dnpep;1;75308565;75316945
ENSMUST00000187836;Dnpep;1;75308565;75317149
ENSMUST00000185419;Dnpep;1;75307940;75316993
ENSMUST00000017443;Dnttip1;2;164745983;164768607
ENSMUST00000035776;Dnttip2;3;122274388;122285271
ENSMUST00000100219;Dolk;2;30284231;30286334
ENSMUST00000105336;Dot1l;10;80755206;80795461
ENSMUST00000054708;Dpagt1;9;44326845;44333900
ENSMUST00000067955;Dph3;14;32080569;32085609
ENSMUST00000043342;Dph5;3;115888183;115929332
ENSMUST00000028351;Dph7;2;24962400;24972163
ENSMUST00000028151;Dpm2;2;32570858;32573579
ENSMUST00000140592;Dpm2;2;32570858;32573563
ENSMUST00000025851;Dpp3;19;4907229;4928287
ENSMUST00000034960;Dpp8;9;65032414;65082651
ENSMUST00000038794;Dpp9;17;56186817;56218889
ENSMUST00000112571;Dpy30;17;74299656;74316408
ENSMUST00000031190;Dr1;5;108268897;108280526
ENSMUST00000020741;Drg1;11;3249907;3266393
ENSMUST00000018568;Drg2;11;60454591;60468754
ENSMUST00000090292;Drosha;15;12824863;12935291
ENSMUST00000021339;Dtd2;12;51997507;52006501
ENSMUST00000116229;Dtx3;10;127190642;127195727
ENSMUST00000038217;Dtx3;10;127190378;127195709
ENSMUST00000027503;Dtymk;1;93792576;93801934
ENSMUST00000112890;Dtymk;1;93800065;93801906
ENSMUST00000007747;Dus3l;17;56764778;56769841
ENSMUST00000032071;Dusp11;6;85942268;85961667
ENSMUST00000039608;Dym;18;75018785;75286964
ENSMUST00000018851;Dync1h1;12;110601452;110666945
